doi,title,abstract,included,decision_source,final_verdict,landing_url,pdf_url,year,source_anchor,source_term,metadata_json,arxiv_id,openalex_id
10.48550/arxiv.2111.07657,Symbolic Music Loop Generation with VQ-VAE,"Music is a repetition of patterns and rhythms. It can be composed by repeating a certain number of bars in a structured way. In this paper, the objective is to generate a loop of 8 bars that can be used as a building block of music. Even considering musical diversity, we assume that music patterns familiar to humans can be defined in a finite set. With explicit rules to extract loops from music, we found that discrete representations are sufficient to model symbolic music sequences. Among VAE family, musical properties from VQ-VAE are better observed rather than other models. Further, to emphasize musical structure, we have manipulated discrete latent features to be repetitive so that the properties are more strengthened. Quantitative and qualitative experiments are extensively conducted to verify our assumptions.",1,,include (junior:4),,,2021,,,"{""title"": ""Symbolic Music Loop Generation with VQ-VAE"", ""summary"": ""Music is a repetition of patterns and rhythms. It can be composed by repeating a certain number of bars in a structured way. In this paper, the objective is to generate a loop of 8 bars that can be used as a building block of music. Even considering musical diversity, we assume that music patterns familiar to humans can be defined in a finite set. With explicit rules to extract loops from music, we found that discrete representations are sufficient to model symbolic music sequences. Among VAE family, musical properties from VQ-VAE are better observed rather than other models. Further, to emphasize musical structure, we have manipulated discrete latent features to be repetitive so that the properties are more strengthened. Quantitative and qualitative experiments are extensively conducted to verify our assumptions."", ""abstract"": ""Music is a repetition of patterns and rhythms. It can be composed by repeating a certain number of bars in a structured way. In this paper, the objective is to generate a loop of 8 bars that can be used as a building block of music. Even considering musical diversity, we assume that music patterns familiar to humans can be defined in a finite set. With explicit rules to extract loops from music, we found that discrete representations are sufficient to model symbolic music sequences. Among VAE family, musical properties from VQ-VAE are better observed rather than other models. Further, to emphasize musical structure, we have manipulated discrete latent features to be repetitive so that the properties are more strengthened. Quantitative and qualitative experiments are extensively conducted to verify our assumptions."", ""doi"": ""https://doi.org/10.48550/arxiv.2111.07657"", ""openalex_id"": ""https://openalex.org/W3212222439"", ""arxiv_id"": """", ""publication_date"": ""2021-11-15"", ""published"": ""2021-11-15"", ""source"": ""openalex_snowball""}",,https://openalex.org/W3212222439
10.21437/interspeech.2021-329,Unsupervised Cross-Lingual Representation Learning for Speech Recognition,"This paper presents XLSR which learns cross-lingual speech representations by pretraining a single model from the raw waveform of speech in multiple languages. We build on wav2vec 2.0 which is trained by solving a contrastive task over masked latent speech representations and jointly learns a quantization of the latents shared across languages. The resulting model is fine-tuned on labeled data and experiments show that cross-lingual pretraining significantly outperforms monolingual pretraining. On the CommonVoice benchmark, XLSR shows a relative phoneme error rate reduction of 72% compared to the best known results. On BABEL, our approach improves word error rate by 16% relative compared to a comparable system. Our approach enables a single multilingual speech recognition model which is competitive to strong individual models. Analysis shows that the latent discrete speech representations are shared across languages with increased sharing for related languages. We hope to catalyze research in low-resource speech understanding by releasing XLSR-53, a large model pretrained in 53 languages.",1,,include (junior:4),,,2021,,,"{""title"": ""Unsupervised Cross-Lingual Representation Learning for Speech Recognition"", ""summary"": ""This paper presents XLSR which learns cross-lingual speech representations by pretraining a single model from the raw waveform of speech in multiple languages. We build on wav2vec 2.0 which is trained by solving a contrastive task over masked latent speech representations and jointly learns a quantization of the latents shared across languages. The resulting model is fine-tuned on labeled data and experiments show that cross-lingual pretraining significantly outperforms monolingual pretraining. On the CommonVoice benchmark, XLSR shows a relative phoneme error rate reduction of 72% compared to the best known results. On BABEL, our approach improves word error rate by 16% relative compared to a comparable system. Our approach enables a single multilingual speech recognition model which is competitive to strong individual models. Analysis shows that the latent discrete speech representations are shared across languages with increased sharing for related languages. We hope to catalyze research in low-resource speech understanding by releasing XLSR-53, a large model pretrained in 53 languages."", ""abstract"": ""This paper presents XLSR which learns cross-lingual speech representations by pretraining a single model from the raw waveform of speech in multiple languages. We build on wav2vec 2.0 which is trained by solving a contrastive task over masked latent speech representations and jointly learns a quantization of the latents shared across languages. The resulting model is fine-tuned on labeled data and experiments show that cross-lingual pretraining significantly outperforms monolingual pretraining. On the CommonVoice benchmark, XLSR shows a relative phoneme error rate reduction of 72% compared to the best known results. On BABEL, our approach improves word error rate by 16% relative compared to a comparable system. Our approach enables a single multilingual speech recognition model which is competitive to strong individual models. Analysis shows that the latent discrete speech representations are shared across languages with increased sharing for related languages. We hope to catalyze research in low-resource speech understanding by releasing XLSR-53, a large model pretrained in 53 languages."", ""doi"": ""https://doi.org/10.21437/interspeech.2021-329"", ""openalex_id"": ""https://openalex.org/W3037057938"", ""arxiv_id"": """", ""publication_date"": ""2021-08-27"", ""published"": ""2021-08-27"", ""source"": ""openalex_snowball""}",,https://openalex.org/W3037057938
10.48550/arxiv.2011.11588,The Zero Resource Speech Benchmark 2021: Metrics and baselines for\n unsupervised spoken language modeling,"We introduce a new unsupervised task, spoken language modeling: the learning\nof linguistic representations from raw audio signals without any labels, along\nwith the Zero Resource Speech Benchmark 2021: a suite of 4 black-box, zero-shot\nmetrics probing for the quality of the learned models at 4 linguistic levels:\nphonetics, lexicon, syntax and semantics. We present the results and analyses\nof a composite baseline made of the concatenation of three unsupervised\nsystems: self-supervised contrastive representation learning (CPC), clustering\n(k-means) and language modeling (LSTM or BERT). The language models learn on\nthe basis of the pseudo-text derived from clustering the learned\nrepresentations. This simple pipeline shows better than chance performance on\nall four metrics, demonstrating the feasibility of spoken language modeling\nfrom raw speech. It also yields worse performance compared to text-based\n'topline' systems trained on the same data, delineating the space to be\nexplored by more sophisticated end-to-end models.\n",1,,include (senior:4),,,2020,,,"{""title"": ""The Zero Resource Speech Benchmark 2021: Metrics and baselines for\\n unsupervised spoken language modeling"", ""summary"": ""We introduce a new unsupervised task, spoken language modeling: the learning\\nof linguistic representations from raw audio signals without any labels, along\\nwith the Zero Resource Speech Benchmark 2021: a suite of 4 black-box, zero-shot\\nmetrics probing for the quality of the learned models at 4 linguistic levels:\\nphonetics, lexicon, syntax and semantics. We present the results and analyses\\nof a composite baseline made of the concatenation of three unsupervised\\nsystems: self-supervised contrastive representation learning (CPC), clustering\\n(k-means) and language modeling (LSTM or BERT). The language models learn on\\nthe basis of the pseudo-text derived from clustering the learned\\nrepresentations. This simple pipeline shows better than chance performance on\\nall four metrics, demonstrating the feasibility of spoken language modeling\\nfrom raw speech. It also yields worse performance compared to text-based\\n'topline' systems trained on the same data, delineating the space to be\\nexplored by more sophisticated end-to-end models.\\n"", ""abstract"": ""We introduce a new unsupervised task, spoken language modeling: the learning\\nof linguistic representations from raw audio signals without any labels, along\\nwith the Zero Resource Speech Benchmark 2021: a suite of 4 black-box, zero-shot\\nmetrics probing for the quality of the learned models at 4 linguistic levels:\\nphonetics, lexicon, syntax and semantics. We present the results and analyses\\nof a composite baseline made of the concatenation of three unsupervised\\nsystems: self-supervised contrastive representation learning (CPC), clustering\\n(k-means) and language modeling (LSTM or BERT). The language models learn on\\nthe basis of the pseudo-text derived from clustering the learned\\nrepresentations. This simple pipeline shows better than chance performance on\\nall four metrics, demonstrating the feasibility of spoken language modeling\\nfrom raw speech. It also yields worse performance compared to text-based\\n'topline' systems trained on the same data, delineating the space to be\\nexplored by more sophisticated end-to-end models.\\n"", ""doi"": ""https://doi.org/10.48550/arxiv.2011.11588"", ""openalex_id"": ""https://openalex.org/W3110458199"", ""arxiv_id"": """", ""publication_date"": ""2020-11-23"", ""published"": ""2020-11-23"", ""source"": ""openalex_snowball""}",,https://openalex.org/W3110458199
10.48550/arxiv.2106.04298,Unsupervised Word Segmentation from Discrete Speech Units in Low-Resource Settings,"Documenting languages helps to prevent the extinction of endangered dialects, many of which are otherwise expected to disappear by the end of the century. When documenting oral languages, unsupervised word segmentation (UWS) from speech is a useful, yet challenging, task. It consists in producing time-stamps for slicing utterances into smaller segments corresponding to words, being performed from phonetic transcriptions, or in the absence of these, from the output of unsupervised speech discretization models. These discretization models are trained using raw speech only, producing discrete speech units that can be applied for downstream (text-based) tasks. In this paper we compare five of these models: three Bayesian and two neural approaches, with regards to the exploitability of the produced units for UWS. For the UWS task, we experiment with two models, using as our target language the Mboshi (Bantu C25), an unwritten language from Congo-Brazzaville. Additionally, we report results for Finnish, Hungarian, Romanian and Russian in equally low-resource settings, using only 4 hours of speech. Our results suggest that neural models for speech discretization are difficult to exploit in our setting, and that it might be necessary to adapt them to limit sequence length. We obtain our best UWS results by using Bayesian models that produce high quality, yet compressed, discrete representations of the input speech signal.",1,,include (junior:4),,,2021,,,"{""title"": ""Unsupervised Word Segmentation from Discrete Speech Units in Low-Resource Settings"", ""summary"": ""Documenting languages helps to prevent the extinction of endangered dialects, many of which are otherwise expected to disappear by the end of the century. When documenting oral languages, unsupervised word segmentation (UWS) from speech is a useful, yet challenging, task. It consists in producing time-stamps for slicing utterances into smaller segments corresponding to words, being performed from phonetic transcriptions, or in the absence of these, from the output of unsupervised speech discretization models. These discretization models are trained using raw speech only, producing discrete speech units that can be applied for downstream (text-based) tasks. In this paper we compare five of these models: three Bayesian and two neural approaches, with regards to the exploitability of the produced units for UWS. For the UWS task, we experiment with two models, using as our target language the Mboshi (Bantu C25), an unwritten language from Congo-Brazzaville. Additionally, we report results for Finnish, Hungarian, Romanian and Russian in equally low-resource settings, using only 4 hours of speech. Our results suggest that neural models for speech discretization are difficult to exploit in our setting, and that it might be necessary to adapt them to limit sequence length. We obtain our best UWS results by using Bayesian models that produce high quality, yet compressed, discrete representations of the input speech signal."", ""abstract"": ""Documenting languages helps to prevent the extinction of endangered dialects, many of which are otherwise expected to disappear by the end of the century. When documenting oral languages, unsupervised word segmentation (UWS) from speech is a useful, yet challenging, task. It consists in producing time-stamps for slicing utterances into smaller segments corresponding to words, being performed from phonetic transcriptions, or in the absence of these, from the output of unsupervised speech discretization models. These discretization models are trained using raw speech only, producing discrete speech units that can be applied for downstream (text-based) tasks. In this paper we compare five of these models: three Bayesian and two neural approaches, with regards to the exploitability of the produced units for UWS. For the UWS task, we experiment with two models, using as our target language the Mboshi (Bantu C25), an unwritten language from Congo-Brazzaville. Additionally, we report results for Finnish, Hungarian, Romanian and Russian in equally low-resource settings, using only 4 hours of speech. Our results suggest that neural models for speech discretization are difficult to exploit in our setting, and that it might be necessary to adapt them to limit sequence length. We obtain our best UWS results by using Bayesian models that produce high quality, yet compressed, discrete representations of the input speech signal."", ""doi"": ""https://doi.org/10.48550/arxiv.2106.04298"", ""openalex_id"": ""https://openalex.org/W3170928308"", ""arxiv_id"": """", ""publication_date"": ""2021-06-08"", ""published"": ""2021-06-08"", ""source"": ""openalex_snowball""}",,https://openalex.org/W3170928308
10.1109/icassp39728.2021.9413604,Prosodic Clustering for Phoneme-Level Prosody Control in End-to-End Speech Synthesis,"This paper presents a method for controlling the prosody at the phoneme level\nin an autoregressive attention-based text-to-speech system. Instead of learning\nlatent prosodic features with a variational framework as is commonly done, we\ndirectly extract phoneme-level F0 and duration features from the speech data in\nthe training set. Each prosodic feature is discretized using unsupervised\nclustering in order to produce a sequence of prosodic labels for each\nutterance. This sequence is used in parallel to the phoneme sequence in order\nto condition the decoder with the utilization of a prosodic encoder and a\ncorresponding attention module. Experimental results show that the proposed\nmethod retains the high quality of generated speech, while allowing\nphoneme-level control of F0 and duration. By replacing the F0 cluster centroids\nwith musical notes, the model can also provide control over the note and octave\nwithin the range of the speaker.\n",1,,include (senior:4),,,2021,,,"{""title"": ""Prosodic Clustering for Phoneme-Level Prosody Control in End-to-End Speech Synthesis"", ""summary"": ""This paper presents a method for controlling the prosody at the phoneme level\\nin an autoregressive attention-based text-to-speech system. Instead of learning\\nlatent prosodic features with a variational framework as is commonly done, we\\ndirectly extract phoneme-level F0 and duration features from the speech data in\\nthe training set. Each prosodic feature is discretized using unsupervised\\nclustering in order to produce a sequence of prosodic labels for each\\nutterance. This sequence is used in parallel to the phoneme sequence in order\\nto condition the decoder with the utilization of a prosodic encoder and a\\ncorresponding attention module. Experimental results show that the proposed\\nmethod retains the high quality of generated speech, while allowing\\nphoneme-level control of F0 and duration. By replacing the F0 cluster centroids\\nwith musical notes, the model can also provide control over the note and octave\\nwithin the range of the speaker.\\n"", ""abstract"": ""This paper presents a method for controlling the prosody at the phoneme level\\nin an autoregressive attention-based text-to-speech system. Instead of learning\\nlatent prosodic features with a variational framework as is commonly done, we\\ndirectly extract phoneme-level F0 and duration features from the speech data in\\nthe training set. Each prosodic feature is discretized using unsupervised\\nclustering in order to produce a sequence of prosodic labels for each\\nutterance. This sequence is used in parallel to the phoneme sequence in order\\nto condition the decoder with the utilization of a prosodic encoder and a\\ncorresponding attention module. Experimental results show that the proposed\\nmethod retains the high quality of generated speech, while allowing\\nphoneme-level control of F0 and duration. By replacing the F0 cluster centroids\\nwith musical notes, the model can also provide control over the note and octave\\nwithin the range of the speaker.\\n"", ""doi"": ""https://doi.org/10.1109/icassp39728.2021.9413604"", ""openalex_id"": ""https://openalex.org/W3163003432"", ""arxiv_id"": """", ""publication_date"": ""2021-05-13"", ""published"": ""2021-05-13"", ""source"": ""openalex_snowball""}",,https://openalex.org/W3163003432
10.48550/arxiv.2005.00341,Jukebox: A Generative Model for Music,"We introduce Jukebox, a model that generates music with singing in the raw audio domain. We tackle the long context of raw audio using a multi-scale VQ-VAE to compress it to discrete codes, and modeling those using autoregressive Transformers. We show that the combined model at scale can generate high-fidelity and diverse songs with coherence up to multiple minutes. We can condition on artist and genre to steer the musical and vocal style, and on unaligned lyrics to make the singing more controllable. We are releasing thousands of non cherry-picked samples at https://jukebox.openai.com, along with model weights and code at https://github.com/openai/jukebox",1,,include (junior:5),,,2020,,,"{""title"": ""Jukebox: A Generative Model for Music"", ""summary"": ""We introduce Jukebox, a model that generates music with singing in the raw audio domain. We tackle the long context of raw audio using a multi-scale VQ-VAE to compress it to discrete codes, and modeling those using autoregressive Transformers. We show that the combined model at scale can generate high-fidelity and diverse songs with coherence up to multiple minutes. We can condition on artist and genre to steer the musical and vocal style, and on unaligned lyrics to make the singing more controllable. We are releasing thousands of non cherry-picked samples at https://jukebox.openai.com, along with model weights and code at https://github.com/openai/jukebox"", ""abstract"": ""We introduce Jukebox, a model that generates music with singing in the raw audio domain. We tackle the long context of raw audio using a multi-scale VQ-VAE to compress it to discrete codes, and modeling those using autoregressive Transformers. We show that the combined model at scale can generate high-fidelity and diverse songs with coherence up to multiple minutes. We can condition on artist and genre to steer the musical and vocal style, and on unaligned lyrics to make the singing more controllable. We are releasing thousands of non cherry-picked samples at https://jukebox.openai.com, along with model weights and code at https://github.com/openai/jukebox"", ""doi"": ""https://doi.org/10.48550/arxiv.2005.00341"", ""openalex_id"": ""https://openalex.org/W3021164770"", ""arxiv_id"": """", ""publication_date"": ""2020-04-30"", ""published"": ""2020-04-30"", ""source"": ""openalex_snowball""}",,https://openalex.org/W3021164770
10.1109/ijcnn48605.2020.9207145,Robust Training of Vector Quantized Bottleneck Models,"In this paper we demonstrate methods for reliable and efficient training of discrete representation using Vector-Quantized Variational Auto-Encoder models (VQ-VAEs). Discrete latent variable models have been shown to learn nontrivial representations of speech, applicable to unsupervised voice conversion and reaching state-of-the-art performance on unit discovery tasks. For unsupervised representation learning, they became viable alternatives to continuous latent variable models such as the Variational Auto-Encoder (VAE). However, training deep discrete variable models is challenging, due to the inherent non-differentiability of the discretization operation. In this paper we focus on VQ-VAE, a state-of-the-art discrete bottleneck model shown to perform on par with its continuous counterparts. It quantizes encoder outputs with on-line $k$-means clustering. We show that the codebook learning can suffer from poor initialization and non-stationarity of clustered encoder outputs. We demonstrate that these can be successfully overcome by increasing the learning rate for the codebook and periodic date-dependent codeword re-initialization. As a result, we achieve more robust training across different tasks, and significantly increase the usage of latent codewords even for large codebooks. This has practical benefit, for instance, in unsupervised representation learning, where large codebooks may lead to disentanglement of latent representations.",1,,include (junior:4),,,2020,,,"{""title"": ""Robust Training of Vector Quantized Bottleneck Models"", ""summary"": ""In this paper we demonstrate methods for reliable and efficient training of discrete representation using Vector-Quantized Variational Auto-Encoder models (VQ-VAEs). Discrete latent variable models have been shown to learn nontrivial representations of speech, applicable to unsupervised voice conversion and reaching state-of-the-art performance on unit discovery tasks. For unsupervised representation learning, they became viable alternatives to continuous latent variable models such as the Variational Auto-Encoder (VAE). However, training deep discrete variable models is challenging, due to the inherent non-differentiability of the discretization operation. In this paper we focus on VQ-VAE, a state-of-the-art discrete bottleneck model shown to perform on par with its continuous counterparts. It quantizes encoder outputs with on-line $k$-means clustering. We show that the codebook learning can suffer from poor initialization and non-stationarity of clustered encoder outputs. We demonstrate that these can be successfully overcome by increasing the learning rate for the codebook and periodic date-dependent codeword re-initialization. As a result, we achieve more robust training across different tasks, and significantly increase the usage of latent codewords even for large codebooks. This has practical benefit, for instance, in unsupervised representation learning, where large codebooks may lead to disentanglement of latent representations."", ""abstract"": ""In this paper we demonstrate methods for reliable and efficient training of discrete representation using Vector-Quantized Variational Auto-Encoder models (VQ-VAEs). Discrete latent variable models have been shown to learn nontrivial representations of speech, applicable to unsupervised voice conversion and reaching state-of-the-art performance on unit discovery tasks. For unsupervised representation learning, they became viable alternatives to continuous latent variable models such as the Variational Auto-Encoder (VAE). However, training deep discrete variable models is challenging, due to the inherent non-differentiability of the discretization operation. In this paper we focus on VQ-VAE, a state-of-the-art discrete bottleneck model shown to perform on par with its continuous counterparts. It quantizes encoder outputs with on-line $k$-means clustering. We show that the codebook learning can suffer from poor initialization and non-stationarity of clustered encoder outputs. We demonstrate that these can be successfully overcome by increasing the learning rate for the codebook and periodic date-dependent codeword re-initialization. As a result, we achieve more robust training across different tasks, and significantly increase the usage of latent codewords even for large codebooks. This has practical benefit, for instance, in unsupervised representation learning, where large codebooks may lead to disentanglement of latent representations."", ""doi"": ""https://doi.org/10.1109/ijcnn48605.2020.9207145"", ""openalex_id"": ""https://openalex.org/W3089425003"", ""arxiv_id"": """", ""publication_date"": ""2020-07-01"", ""published"": ""2020-07-01"", ""source"": ""openalex_snowball""}",,https://openalex.org/W3089425003
10.21437/interspeech.2019-2048,Unsupervised End-to-End Learning of Discrete Linguistic Units for Voice Conversion,"We present an unsupervised end-to-end training scheme where we discover\ndiscrete subword units from speech without using any labels. The discrete\nsubword units are learned under an ASR-TTS autoencoder reconstruction setting,\nwhere an ASR-Encoder is trained to discover a set of common linguistic units\ngiven a variety of speakers, and a TTS-Decoder trained to project the\ndiscovered units back to the designated speech. We propose a discrete encoding\nmethod, Multilabel-Binary Vectors (MBV), to make the ASR-TTS autoencoder\ndifferentiable. We found that the proposed encoding method offers automatic\nextraction of speech content from speaker style, and is sufficient to cover\nfull linguistic content in a given language. Therefore, the TTS-Decoder can\nsynthesize speech with the same content as the input of ASR-Encoder but with\ndifferent speaker characteristics, which achieves voice conversion (VC). We\nfurther improve the quality of VC using adversarial training, where we train a\nTTS-Patcher that augments the output of TTS-Decoder. Objective and subjective\nevaluations show that the proposed approach offers strong VC results as it\neliminates speaker identity while preserving content within speech. In the\nZeroSpeech 2019 Challenge, we achieved outstanding performance in terms of low\nbitrate.\n",1,,include (senior:4),,,2019,,,"{""title"": ""Unsupervised End-to-End Learning of Discrete Linguistic Units for Voice Conversion"", ""summary"": ""We present an unsupervised end-to-end training scheme where we discover\\ndiscrete subword units from speech without using any labels. The discrete\\nsubword units are learned under an ASR-TTS autoencoder reconstruction setting,\\nwhere an ASR-Encoder is trained to discover a set of common linguistic units\\ngiven a variety of speakers, and a TTS-Decoder trained to project the\\ndiscovered units back to the designated speech. We propose a discrete encoding\\nmethod, Multilabel-Binary Vectors (MBV), to make the ASR-TTS autoencoder\\ndifferentiable. We found that the proposed encoding method offers automatic\\nextraction of speech content from speaker style, and is sufficient to cover\\nfull linguistic content in a given language. Therefore, the TTS-Decoder can\\nsynthesize speech with the same content as the input of ASR-Encoder but with\\ndifferent speaker characteristics, which achieves voice conversion (VC). We\\nfurther improve the quality of VC using adversarial training, where we train a\\nTTS-Patcher that augments the output of TTS-Decoder. Objective and subjective\\nevaluations show that the proposed approach offers strong VC results as it\\neliminates speaker identity while preserving content within speech. In the\\nZeroSpeech 2019 Challenge, we achieved outstanding performance in terms of low\\nbitrate.\\n"", ""abstract"": ""We present an unsupervised end-to-end training scheme where we discover\\ndiscrete subword units from speech without using any labels. The discrete\\nsubword units are learned under an ASR-TTS autoencoder reconstruction setting,\\nwhere an ASR-Encoder is trained to discover a set of common linguistic units\\ngiven a variety of speakers, and a TTS-Decoder trained to project the\\ndiscovered units back to the designated speech. We propose a discrete encoding\\nmethod, Multilabel-Binary Vectors (MBV), to make the ASR-TTS autoencoder\\ndifferentiable. We found that the proposed encoding method offers automatic\\nextraction of speech content from speaker style, and is sufficient to cover\\nfull linguistic content in a given language. Therefore, the TTS-Decoder can\\nsynthesize speech with the same content as the input of ASR-Encoder but with\\ndifferent speaker characteristics, which achieves voice conversion (VC). We\\nfurther improve the quality of VC using adversarial training, where we train a\\nTTS-Patcher that augments the output of TTS-Decoder. Objective and subjective\\nevaluations show that the proposed approach offers strong VC results as it\\neliminates speaker identity while preserving content within speech. In the\\nZeroSpeech 2019 Challenge, we achieved outstanding performance in terms of low\\nbitrate.\\n"", ""doi"": ""https://doi.org/10.21437/interspeech.2019-2048"", ""openalex_id"": ""https://openalex.org/W2947445680"", ""arxiv_id"": """", ""publication_date"": ""2019-09-13"", ""published"": ""2019-09-13"", ""source"": ""openalex_snowball""}",,https://openalex.org/W2947445680
10.1109/asru.2017.8269011,Feature optimized DPGMM clustering for unsupervised subword modeling: A contribution to zerospeech 2017,"This paper describes our unsupervised subword modeling pipeline for the zero resource speech challenge (ZeroSpeech) 2017. Our approach is built around the Dirichlet process Gaussian mixture model (DPGMM) that we use to cluster speech feature vectors into a dynamically sized set of classes. By considering each class an acoustic unit, speech can be represented as sequence of class posteriorgrams. We enhance this method by automatically optimizing the DPGMM sampler's input features in a multi-stage clustering framework, where we unsupervisedly learn transformations using LDA, MLLT and (basis) fMLLR to reduce variance in the features. We show that this optimization considerably boosts the subword modeling quality, according to the performance on the ABX phone discriminability task. For the first time, we apply inferred subword models to previously unseen data from a new set of speakers. We demonstrate our method's good generalization and the effectiveness of its blind speaker adaptation in extensive experiments on a multitude of datasets. Our pipeline has very little need for hyper-parameter adjustment and is entirely unsupervised, i.e., it only takes raw audio recordings as input, without requiring any pre-defined segmentation, explicit speaker IDs or other meta data.",1,,include (senior:4),,,2017,,,"{""title"": ""Feature optimized DPGMM clustering for unsupervised subword modeling: A contribution to zerospeech 2017"", ""summary"": ""This paper describes our unsupervised subword modeling pipeline for the zero resource speech challenge (ZeroSpeech) 2017. Our approach is built around the Dirichlet process Gaussian mixture model (DPGMM) that we use to cluster speech feature vectors into a dynamically sized set of classes. By considering each class an acoustic unit, speech can be represented as sequence of class posteriorgrams. We enhance this method by automatically optimizing the DPGMM sampler's input features in a multi-stage clustering framework, where we unsupervisedly learn transformations using LDA, MLLT and (basis) fMLLR to reduce variance in the features. We show that this optimization considerably boosts the subword modeling quality, according to the performance on the ABX phone discriminability task. For the first time, we apply inferred subword models to previously unseen data from a new set of speakers. We demonstrate our method's good generalization and the effectiveness of its blind speaker adaptation in extensive experiments on a multitude of datasets. Our pipeline has very little need for hyper-parameter adjustment and is entirely unsupervised, i.e., it only takes raw audio recordings as input, without requiring any pre-defined segmentation, explicit speaker IDs or other meta data."", ""abstract"": ""This paper describes our unsupervised subword modeling pipeline for the zero resource speech challenge (ZeroSpeech) 2017. Our approach is built around the Dirichlet process Gaussian mixture model (DPGMM) that we use to cluster speech feature vectors into a dynamically sized set of classes. By considering each class an acoustic unit, speech can be represented as sequence of class posteriorgrams. We enhance this method by automatically optimizing the DPGMM sampler's input features in a multi-stage clustering framework, where we unsupervisedly learn transformations using LDA, MLLT and (basis) fMLLR to reduce variance in the features. We show that this optimization considerably boosts the subword modeling quality, according to the performance on the ABX phone discriminability task. For the first time, we apply inferred subword models to previously unseen data from a new set of speakers. We demonstrate our method's good generalization and the effectiveness of its blind speaker adaptation in extensive experiments on a multitude of datasets. Our pipeline has very little need for hyper-parameter adjustment and is entirely unsupervised, i.e., it only takes raw audio recordings as input, without requiring any pre-defined segmentation, explicit speaker IDs or other meta data."", ""doi"": ""https://doi.org/10.1109/asru.2017.8269011"", ""openalex_id"": ""https://openalex.org/W2787447541"", ""arxiv_id"": """", ""publication_date"": ""2017-12-01"", ""published"": ""2017-12-01"", ""source"": ""openalex_snowball""}",,https://openalex.org/W2787447541
10.48550/arxiv.2305.16107,"VioLA: Unified Codec Language Models for Speech Recognition, Synthesis, and Translation","Recent research shows a big convergence in model architecture, training objectives, and inference methods across various tasks for different modalities. In this paper, we propose VioLA, a single auto-regressive Transformer decoder-only network that unifies various cross-modal tasks involving speech and text, such as speech-to-text, text-to-text, text-to-speech, and speech-to-speech tasks, as a conditional codec language model task via multi-task learning framework. To accomplish this, we first convert all the speech utterances to discrete tokens (similar to the textual data) using an offline neural codec encoder. In such a way, all these tasks are converted to token-based sequence conversion problems, which can be naturally handled with one conditional language model. We further integrate task IDs (TID) and language IDs (LID) into the proposed model to enhance the modeling capability of handling different languages and tasks. Experimental results demonstrate that the proposed VioLA model can support both single-modal and cross-modal tasks well, and the decoder-only model achieves a comparable and even better performance than the strong baselines.",1,,include (senior:5),,,2023,,,"{""title"": ""VioLA: Unified Codec Language Models for Speech Recognition, Synthesis, and Translation"", ""summary"": ""Recent research shows a big convergence in model architecture, training objectives, and inference methods across various tasks for different modalities. In this paper, we propose VioLA, a single auto-regressive Transformer decoder-only network that unifies various cross-modal tasks involving speech and text, such as speech-to-text, text-to-text, text-to-speech, and speech-to-speech tasks, as a conditional codec language model task via multi-task learning framework. To accomplish this, we first convert all the speech utterances to discrete tokens (similar to the textual data) using an offline neural codec encoder. In such a way, all these tasks are converted to token-based sequence conversion problems, which can be naturally handled with one conditional language model. We further integrate task IDs (TID) and language IDs (LID) into the proposed model to enhance the modeling capability of handling different languages and tasks. Experimental results demonstrate that the proposed VioLA model can support both single-modal and cross-modal tasks well, and the decoder-only model achieves a comparable and even better performance than the strong baselines."", ""abstract"": ""Recent research shows a big convergence in model architecture, training objectives, and inference methods across various tasks for different modalities. In this paper, we propose VioLA, a single auto-regressive Transformer decoder-only network that unifies various cross-modal tasks involving speech and text, such as speech-to-text, text-to-text, text-to-speech, and speech-to-speech tasks, as a conditional codec language model task via multi-task learning framework. To accomplish this, we first convert all the speech utterances to discrete tokens (similar to the textual data) using an offline neural codec encoder. In such a way, all these tasks are converted to token-based sequence conversion problems, which can be naturally handled with one conditional language model. We further integrate task IDs (TID) and language IDs (LID) into the proposed model to enhance the modeling capability of handling different languages and tasks. Experimental results demonstrate that the proposed VioLA model can support both single-modal and cross-modal tasks well, and the decoder-only model achieves a comparable and even better performance than the strong baselines."", ""doi"": ""https://doi.org/10.48550/arxiv.2305.16107"", ""openalex_id"": ""https://openalex.org/W4378501656"", ""arxiv_id"": """", ""publication_date"": ""2023-05-25"", ""published"": ""2023-05-25"", ""source"": ""openalex_snowball""}",,https://openalex.org/W4378501656
